command,description,url,syntax,examples,description_detailed
LABEL,Edit a disk label,https://ss64.com/nt/label.html,"Syntax
      LABEL [/MP][volume] [drive:] [label]

Key
   Drive:  The drive letter of the disk to be named.

   label   The new name for the volume.

   /MP     Treat the volume as a mount point or volume name.

   volume  The drive letter, mount point, or volume_name.
           If a volume_name is specified, the /MP parameter is unnecessary.

   /?      Display help.","['C:\\> label d: SS64', '# Rename drive G: to \'Groups\'\r\n$objshell = New-Object -ComObject ""Shell.Application""\r\n$mapDrive = ""G:""\r\n$objshell.NameSpace($mapDrive).Self.Name = ""Groups""', 'Set objshell = CreateObject (""Shell.Application"")\r\nmapDrive = ""G:""\r\nobjshell.NameSpace(mapDrive).Self.Name = ""Groups""']",Edit a disk label.
LGPO,Local Group Policy Object utility,https://ss64.com/nt/lgpo.html,"Syntax

   Apply policy settings:

      LGPO.exe command [...]

      where ""command"" is one or more of the following (each of which can be repeated):

       /g path               Import settings from one or more GPO backups under ""path""
       /m path\registry.pol  Import settings from registry.pol into machine config
       /u path\registry.pol  Import settings from registry.pol into user config

       /s path\GptTmpl.inf   Apply security template.

       /a[c] path\Audit.csv  Apply an advanced auditing settings backup(CSV) file; /ac to clear policy first
                             With /ac, LGPO.exe clears existing Advanced Auditing settings before
                             applying the settings from the CSV file, and copies the file to the
                             local group policy subdirectory so that the settings appear in
                             the local group policy editor.

       /t path\lgpo.txt      Apply registry commands from LGPO text.

       /e name|guid          Enable GP extension for local policy processing; specify a GUID,
                             or one of these names:
                                 ""zone""       for IE zone mapping extension
                                 ""mitigation"" for mitigation options, including font blocking
                                 ""audit""      for advanced audit policy configuration

       /boot                 Reboot after applying policies
       /v                    Verbose output
       /q                    Quiet output (no headers)

   Create a GPO backup from local policy:

      LGPO.exe /b path [/n GPO-name]

        /b path              Create GPO backup in ""path""
        /n GPO-name          Optional GPO display name (use quotes if it contains spaces)

   Parse a Registry.pol file to LGPO text (stdout):

      LGPO.exe /parse [/q] {/m|/u} path\registry.pol

       /m path\registry.pol  Parse registry.pol as machine config commands
       /u path\registry.pol  Parse registry.pol as user config commands
       /q                    Quiet output (no headers)

   Build a Registry.pol file from LGPO text:

      LGPO.exe /r path\lgpo.txt /w path\registry.pol [/v]

       /r path\lgpo.txt      Read input from LGPO text file
       /w path\registry.pol  Write new registry.pol file","['C:\\> lgpo /b c:\\gpobackups\\', 'C:\\> lgpo  /g c:\\gpobackups\\']",Local Group Policy Object utility.
LODCTR,Load PerfMon performance counters,https://ss64.com/nt/lodctr.html,"Syntax:
      LODCTR option

Options:

   INI-FileName
      An initialization file that contains  the counter name definitions and
      explain text for an extensible counter DLL.

   /C:filename
      Upgrade counter text strings using filename.

   /H:filename
      Upgrade help text strings using filename.

   /L:filename
      Specifies the language for the /C and /H options.

   /S:Backup-FileName
      Save the current perf registry strings and info to Backup-FileName

   /R:Backup-FileName
      Restore the perf registry strings and info using Backup-FileName

   /R
      Rebuild the perf registry strings and info from scratch based on the current 
      registry settings and backup INI files.
      Often required if Perfmon crashes, or the server is rebooted while perfmon is running.

   /T:Service-Name
      Set the performance counter service as trusted.

   /E:Service-Name
      Enable the performance counter service.

   /D:Service-Name
      Disable the performance counter service.

   /Q
      Query all performance counter service information

   /Q:Service-Name
      Query specific performance counter service information.

   /M:Counter-Manifest [Installation-Path]
      Install a 2.0 performance counter provider using the specified XML manifest.
      The installation requires a full path to the DLL containing the perf counter resources (localized  strings).
      The path to the DLL will be determined as follows:
         If the applicationIdentity attribute in the manifest is a full path, that will be used.
          Otherwise, if Installation-Path is provided and is a full path, that will be used.
          Otherwise, if Counter-Manifest is a full path, the directory from Counter-Manifest will be
          combined with the DLL name from the applicationIdentity attribute in the manifest.
          Otherwise, the current directory will be combined with the DLL name from the
          applicationIdentity attribute in the manifest.

   /? Display help.",[],Load PerfMon performance counters (update registry values).
LOGMAN,Manage Performance Monitor logs,https://ss64.com/nt/logman.html,"Syntax
      Logman [create | query | start | stop | delete | update | import | export] [options]

Verbs:
  create           Create a new data collector.
  query            Query data collector properties. 
                   If no name is given all data collectors are listed.
  start            Start an existing data collector and set the begin time to manual.
  stop             Stop an existing data collector and set the end time to manual.
  delete           Delete an existing data collector.
  update           Update an existing data collector’s properties.
  import           Import a data collector set from an XML file.
  export           Export a data collector set to an XML file.

Adverbs:
  counter          Create a counter data collector.
  trace            Create a trace data collector.
  alert            Create an alert data collector.
  cfg              Create a configuration data collector.
  providers        Show registered providers.

Options (counter):
   -c path [path [...]]
                     The performance counters to collect.
                     To collect remotely, prefix with the \\machine name.
   -cf filename      File listing performance counters to collect,one per line.
   -f {bin|bincirc|csv|tsv|sql}
                     The log format for the data collector. For SQL database format,
                     you must use the -o option in the command line with the DNS!log option.
                     The defaults is binary.
   -sc value         Maximum number of samples to collect with a performance counter data collector.
   -si [[hh:]mm:]ss  Sample interval for performance counter data collectors.

Options (trace):
   -f {bin|bincirc|csv|tsv|sql}
                     The log format for the data collector. For SQL database format,
                     you must use the -o option in the command line with the DNS!log option.
                     The defaults is binary.
   -mode trace_mode  Event Trace Session logger mode.           
   -ct {perf|system|cycle}
                     The clock resolution to use when logging the time stamp for
                     each event: query performance counter, system time, or CPU cycle.
   -ln logger_name   Logger name for Event Trace Sessions.
   -ft [[hh:]mm:]ss  Event Trace Session flush timer.
   -[-]p provider [flags [level]]
                     A single Event Trace provider to enable.
                     The terms 'Flags' and 'Keywords' are synonymous in this context.
   -pf filename      File listing multiple Event Trace providers to enable.
   -[-]rt            Run the Event Trace Session in real-time mode.
   -[-]ul            Run the Event Trace Session in user mode.
   -bs value         Event Trace Session buffer size in kb.
   -nb min max       Number of Event Trace Session buffers.

Options (alert):
   -[-]el             Enable/Disable event log reporting.
   -th threshold [threshold [...]]
                      Specify counters and a threshold values for an alert.
   -[-]rdcs name      Data collector set to start when alert fires.
   -[-]tn task        Scheduled Task to run when alert fires.
   -[-]targ argument  Scheduled Task arguments.
   -si [[hh:]mm:]ss   Sample interval for performance counter data collectors.

Options (cfg):
   -[-]ni                    Enable/Disable network interface query.
   -reg path [path [...]]    Registry values to collect.
   -mgt query [query [...]]  WMI objects to collect.
   -ftc path [path [...]]    Full path to the files to collect.

Options:
   -?                        Display context sensitive help.
   -s computer               Perform the command on specified remote system.
   -config filename          Settings file containing command options.
   [-n] name                 Name of the target object.
   -pid pid                  Process identifier.
   -xml filename             Name of the XML file to import or export.
   -as                       Perform the requested operation asynchronously.
   -[-]u user [password]     User to Run As. Entering a * for the password produces a prompt
                             The interactive password is not displayed on screen.

   -m [start] [stop]         Change to manual start or stop instead of a scheduled begin or end time.
   -rf [[hh:]mm:]ss          Run the data collector for the specified period of time.
   -b dd/MM/yyyy HH:mm:ss[AM|PM] Begin the data collector at specified time.
   -e dd/MM/yyyy HH:mm:ss[AM|PM] End the data collector at specified time.
   -[-]r                     Repeat the data collector daily at the specified begin and end times.

   -o {path|dsn!log}         Path of the output log file or the DSN and log set name in a
                             SQL database. The default path is '%systemdrive%\PerfLogs\Admin'.
   -[-]a                     Append to an existing log file.
   -[-]ow                    Overwrite an existing log file.
   -[-]v {nnnnnn | mmddhhmm} Attach file versioning information to the end of the log name.
   -[-]rc task               Run the command specified each time the log is closed.
   -[-]max value             Maximum log file size in MB or number of records for SQL logs.
   -[-]cnf [[hh:]mm:]ss      Create a new file when the specified time has elapsed or when the max size is exceeded.

   -y                        Answer yes to all questions without prompting.
   -fd                       Flush all the active buffers of an existing Event Trace Session to disk.
   -ets                      Send commands to Event Trace Sessions directly without saving or scheduling.","['C:\\> set _mycounters=""\\Processor(_Total)\\%% Processor Time""\r\nC:\\> set _mylogfile=C:\\docs\\ss64.blg\r\nC:\\> Logman.exe create counter ss64_CPU -f bincirc -v mmddhhmm -max 250 -c %_mycounters% -o %_mylogfile%', 'C:\\> Logman.exe start ss64_CPU', 'C:\\> Logman.exe stop ss64_CPU', 'C:\\> relog C:\\docs\\ss64_09031235.blg -f csv -o proc_time.csv -t 2', 'C:\\> Logman.exe delete ss64_CPU', 'C:\\> Logman.exe create alert ss64_alert -th ""\\Processor(_Total)\\%% Processor Time>5"" -tn ""demo_task""']",Manage Performance Monitor & performance logs from the command line.
LOGOFF,Log a user off,https://ss64.com/nt/logoff.html,"Syntax
      LOGOFF [sessionname | sessionid] [/SERVER:servername] [/V] [/VM]

Key
   sessionname   The name of the session.
   sessionid     The ID of the session.
   servername    The Remote Desktop server containing the user session to log off
                 (default is current).
   /V            Verbose - display information about the actions performed.
   /VM           Log off a session on server or within virtual machine.
                 The unique ID of the session needs to be specified.",[],Terminate a session and log a user off.
MAKECAB,Create .CAB files,https://ss64.com/nt/makecab.html,"Syntax
      MAKECAB [/V[n]] [/D var=value ...] [/L dir] source [destination]

      MAKECAB [/V[n]] [/D var=value ...] /F directive_file [...]

Key
   source         File to compress.

   destination    File name to give compressed file.  If omitted, the
                  last character of the source file name is replaced
                  with an underscore (_) and used as the destination.

   /F directives  A file containing directives for MAKECAB to use (may be repeated).
                  If more than one directive file is specified (/F file1 /F file2 ...), they
                  are processed in the order (left to right) specified on the command line.

                  Variable settings, open cabinets, open disks, etc. are all carried forward
                  from one directive file to the next (just as if all of the files had been
                  concatenated together and presented as a single file to MakeCAB).
                  For example, this is intended to simplify the work for a product shipped in
                  multiple languages. There would be a short, language-specific directives file, 
                  and then a single, master directives file that covers the bulk of the product.

   /D var=value   Defines variable with specified value. (may be repeated).
                  Equivalent to using .Set in a directives file.
                  For example, a single directive file could be used to produce layouts
                  for different disk sizes by running MakeCAB once with different values of
                  MaxDiskSize defined: /D MaxDiskSize=1.44M. Both standard MakeCAB variables
                  and custom variables can be defined in this way.

                  If .Option Explicit is specified in a directive file,
                  then variable must be defined with a .Define command in a directive file.
                  To use a variable substitution (as in the directive file with %)
                  use double %%

   /L dir         Folder location to place destination file (default is current directory).
                  most useful when destination is not specified.

   /V[n]          Verbosity level (1..3)  1=default, 3=Verbose. ( 0=none undocumented )","['C:\\> makecab ""recording.wav"" ""recording.cab"" /L ""C:\\Archive""', '.OPTION EXPLICIT', 'C:\\> makecab movie.mov ""temp.cab""\r\nC:\\> copy  /b  ""%windir%\\system32\\extrac32.exe""+""temp.cab"" ""movie.exe""\r\nC:\\> del /q /f ""temp.cab""']",Create compressed .CAB file. A .CAB Cabinet file is a Lossless Data Compression format.
Manage-BDE,BitLocker Drive Encryption,https://ss64.com/nt/manage-bde.html,"Syntax
      manage-bde[.exe] -parameter [arguments]

Key
   -autounlock            Manage automatic unlocking of data volumes.
   -ComputerName or -cn   Run on another computer. Examples: ""Computer64"", ""127.0.0.1""
   -changekey             Modify startup key for a volume.
   -changepassword        Modify password for a data volume.
   -changepin             Modify PIN for a volume.
   -ForceRecovery or -fr  Force a BitLocker-protected OS to recover on restarts.
   -KeyPackage or -kp     Generate a key package for a volume.
   -lock       Prevent access to BitLocker-encrypted data.
   -unlock     Allow access to BitLocker-encrypted data.
   -on         Encrypt the volume and turns BitLocker protection on.
   -off        Decrypt the volume and turns BitLocker protection off.
   -pause      Pause encryption, decryption, or free space wipe.
   -protectors   Manage protection methods for the encryption key.
   -resume     Resume encryption, decryption, or free space wipe.
   -SetIdentifier or -si  Configure the identification field for a volume.
   -status     Provide information about BitLocker-capable volumes.
   –tpm        Configure the computer’s Trusted Platform Module (TPM).
   -upgrade               Upgrade the BitLocker version.
   -WipeFreeSpace or -w   Wipe the free space on the volume.

   -? or /?    Display brief help. Example: ""-ParameterSet -?""

   -Help or -h Display complete help. Example: ""-ParameterSet -h""",[],"BitLocker Drive Encryption: Configuration Tool.
Configure BitLocker Drive Encryption on disk volumes."
MBR2GPT,Convert a disk partition from  Master Boot Record to a GPT,https://ss64.com/nt/mbr2gpt.html,"Syntax
      MBR2GPT /validate|convert [/disk:diskNumber] [/logs:logDirectory]
         [/map:source=destination] [/allowFullOS]

Key
   /validate          Instruct MBR2GPT.exe to perform only the disk validation steps and report whether
                     the disk is eligible for conversion.

   /convert           Instruct MBR2GPT.exe to perform the disk validation and to proceed with the conversion if
                     all validation tests pass.

   /disk:diskNumber  The disk number of the disk to be converted to GPT.
                     If not specified, the system disk is used. The mechanism used is the same as used by the
                     diskpart.exe tool SELECT DISK SYSTEM command.
   /logs:logDirectory
                     The directory where MBR2GPT.exe logs should be written.
                     If not specified, %windir% is used. If specified, the directory must already exist, it will
                     not be automatically created or overwritten.
   /map:source=destination
                     Specifies other partition type mappings between MBR and GPT.
                     The MBR partition number is specified in decimal notation, not hexadecimal.
                     The GPT GUID can contain brackets, for example: /map:42={af9b60a0-1431-4f62-bc68-3311714a69ad}.
                     Multiple /map options can be specified if multiple mappings are required.

   /allowFullOS      By default, MBR2GPT.exe is blocked unless it’s run from Windows PE.
                     This option overrides this block and enables disk conversion while running in the full
                     Windows environment.",[],"Convert a disk from the Master Boot Record (MBR) to the GUID Partition Table (GPT) partition style without modifying or deleting data on the   disk. The tool runs from a Windows Preinstallation Environment (Windows PE) command prompt, but can also be run from the full Windows 10 Operating System (OS) by using the /allowFullOS option."
MD,Create a new Directory •,https://ss64.com/nt/md.html,"Syntax
      MD [drive:]path [[drive:]path...]

Key
   path  The path/directory to create.","['C:\\temp> MD ""My demo Folder""']",Make Directory - Create a new folder/directory.
MKLINK,Create a symbolic link (linkd) •,https://ss64.com/nt/mklink.html,"Syntax
      MKLINK [[/D] | [/H] | [/J]] LinkName Target

Key:

   /D     Create a Directory symbolic link. (default is file)

   /H     Create a hard link instead of a symbolic link.

   /J     Create a Directory Junction.

   LinkName  The new symbolic link name.

   Target    The path (relative or absolute) that the new link refers to.","['C:\\> MKlink ss64.exe C:\\Windows\\system32\\notepad.exe\r\nC:\\> Dir\r\nC:\\> Del ss64.exe', 'C:\\> MKlink /D Apr C:\\work\\April\r\nC:\\> Dir\r\nC:\\> RD Apr', 'CD ""C:\\Users\\%username%""\r\nMKlink /j ""Application Data"" ""C:\\Users\\%username%\\AppData\\Roaming""']","Create a symbolic link to a directory or a file, or create a hard file link or directory junction."
MODE,Configure a system device COM/LPT/CON,https://ss64.com/nt/mode.html,"Syntax
   Serial port:
      MODE COMm[:] [BAUD=b] [PARITY=p] [DATA=d] [STOP=s]
                                [to=on|off] [xon=on|off] [odsr=on|off]
                                [octs=on|off] [dtr=on|off|hs]
                                [rts=on|off|hs|tg] [idsr=on|off]
   Device Status:
      MODE [device] [/STATUS]

   Redirect printing:
      MODE LPTn[:]=COMm[:]

   Select code page:
      MODE CON[:] CP SELECT=yyy

   Code page status:
      MODE CON[:] CP [/STATUS]

   Display size/buffer - number of columns wide and number of lines deep:
      MODE CON[:] [COLS=c] [LINES=n]

   undocumented) abbreviated version of the above:
      MODE Cols, Lines

   Typematic rate:
      MODE CON[:] [RATE=r DELAY=d]","['MODE CON:cols=80 lines=25\r\nor\r\nMODE 80, 25']","Configure a system device: COM / LPT port, or CMD console CON."
MORE,"Display output, one screen at a time",https://ss64.com/nt/more.html,"Syntax
      command | MORE [/E [/C] [/P] [/S] [/Tn] [+n]]

      MORE [/E [/C] [/P] [/S] [/Tn] [+n]] < Pathname

      MORE /E [/C] [/P] [/S] [/Tn] [+n] [Pathname(s)]

Key
   command  Any executable command or batch file.

   Pathname  The file to be displayed. (if more than one separate with spaces).

   /E        Enable extended features.

   /E /C     Clear screen before displaying page.

   /E /P     Expand FormFeed characters.

   /E /S     Squeeze multiple blank lines into a single line.

   /E /Tn    Expand tabs to n spaces (default=8).

   /E +n     Start displaying the first file at line n.",[],"Display output one screen at a time. MORE can be used to run any executable command 
(or batch file) and pause the screen output one screen at a time. MORE can also 
be used to TYPE the contents of any file to the screen."
MOUNTVOL,Manage a volume mount point,https://ss64.com/nt/mountvol.html,"Syntax
      MOUNTVOL [drive:]path VolumeName
      MOUNTVOL [drive:]path /D
      MOUNTVOL [drive:]path /L
      MOUNTVOL [drive:]path /p
      MOUNTVOL /R
      MOUNTVOL [/N | /E]
      MOUNTVOL drive: /S

Options

    path     : An existing NTFS folder where the mount point will reside.

 VolumeName  : The volume name that is the target of the mount point.
               In the form \\?\Volume{GUID}\, where {GUID} is a globally unique identifier
               e.g.   \\?\Volume\{2eca078d-5cbc-43d3-aff8-7e8511f60d0e}\

    /D       : Remove the volume mount point from the specified folder.

    /E       : Re-enable automatic mounting of new basic volumes.

    /L       : List the mounted volume name for the specified folder.

    /S       : Itanium-based computers only. Mount the EFI System Partition on the specified drive. 

    /p       : Remove the volume mount point from the specified directory, 
               dismount the basic volume, and take the basic volume offline,
               making it unmountable. (Win7/Server 2008+)

    /R       : Remove volume mount point directories and registry settings for
               volumes that are no longer in the system,this prevents them from
               being automatically mounted and given their former volume mount
               point(s) when added back to the system.(Win7/Server 2008+)

    /N       : Disable automatic mounting of new basic volumes. (Win7/Server 2008+)
               New volumes are not mounted automatically when added to the system.","['C:\\> mountvol', 'C:\\> mountvol C: /L', 'C:\\> md ss64\r\nC:\\> mountvol c:\\ss64 \\\\?\\Volume\\{2eca078d-5cbc-43d3-aff8-7e8511f60d0e}\\', 'C:\\> mountvol c:\\ss64 /d']","Link volumes without requiring a drive letter. Create, delete or list a volume mount point.
NTFS junction mount points can only be used with local NTFS directories, (unlike DFS junction points which will target a network share). MOUNTVOL can be found on the Windows CD  i386 folder."
MOVE,Move files from one folder to another •,https://ss64.com/nt/move.html,"Syntax
      MOVE [options] [Source] [Target]

Key
   source : The path and filename of the file(s) to move.

   target : The path and filename to move file(s) to.

   options:
            /Y    Suppress confirmation prompt, when overwriting files.

            /-Y   Enable confirmation prompt, when overwriting files.","['MOVE oldfile.wp newfile.doc', 'MOVE g:\\department\\oldfile.wp ""c:\\Files to Convert\\newfile.doc""', 'MOVE a:oldfile.wp c:newfile.doc', 'MOVE g:\\department\\oldfile.wp', 'MOVE oldfile.docx newfile.docx >nul', 'Echo n|MOVE /-y c:\\file1.txt c:\\dir\\file1.txt']",Move a file from one folder to another.
MSG,Send a message,https://ss64.com/nt/msg.html,"Syntax
      MSG username [options] [message]

      MSG sessionname [options] [message]

      MSG sessionid   [options] [message]

      MSG  @filename [options] [message]

      MSG * [options] [message]

Options

   username            The user to send to, * will send to all sessions on the machine.

   /SERVER:servername  The server to contact (default is current).

   /TIME:seconds       Time delay to wait for receiver to acknowledge msg.

   /V                  Verbose, display extra information.

   /W                  Wait for response from user, useful with /V.

   message             The message text to send, some special characters may
                       have to be escaped.",[],Send a pop-up message to a Terminal Server user.
MSIEXEC,Microsoft Windows Installer,https://ss64.com/nt/msiexec.html,"Syntax
      MSIEXEC /Option RequiredParameter [OptionalParameter]

Install Options:

   Install or configure a product:
      MSIEXEC /package Product.msi
      MSIEXEC /i Product.msi

   Administrative install, Install a product on the network:
      MSIEXEC /a Product.msi

   Advertise a product to all users:
      MSIEXEC /j m Product.msi [/t TransformList] [/g LanguageID]

   Advertise a product to current user:
      MSIEXEC /j u Product.msi [/t TransformList] [/g LanguageID]

   Uninstall the product:
      MSIEXEC /uninstall Product.msi
      MSIEXEC /x Product.msi
      MSIEXEC /uninstall ProductCode
      MSIEXEC /x ProductCode

Extract files from an MSI:
      MSIEXEC /a MSIFile /qb TARGETDIR=DestinationDirectory

Display Options:

   Quiet mode, no user interaction
      /quiet

   Unattended mode - progress bar only
      /passive

   Set user interface level: None
      /qn

   Set user interface level: Basic UI
      /qb

   Set user interface level: Reduced UI
      /qr

   Set user interface level: Full UI (default)
      /qf

   Help information
      /help
                
Restart Options:

   Do not restart after the installation is complete:
      /norestart

   Prompt the user for restart if necessary:
      /promptrestart

   Always restart the computer after installation:
      /forcerestart
             
Logging Options:

   /le Logfile  Log All error messages
   /lw Logfile  Log Non-fatal warnings
   /li Logfile  Log Status messages
   /la Logfile  Log Start up of actions
   /lr Logfile  Log Action-specific records
   /lu Logfile  Log User requests
   /lc Logfile  Log Initial (UI) parameters
   /lm Logfile  Log Out-of-memory or fatal exit information
   /lo Logfile  Log Out-of-disk-space messages
   /lp Logfile  Log Terminal properties
   /lv Logfile  Log Verbose output
   /lx Logfile  Log Extra debugging information

   /l* Logfile  Log all information, except for v and x options
   /log Logfile Equivalent of /l* LogFile

   /l+ Logfile  Append to an existing log file.
   /l! Logfile  Flush each line to the log.

Update Options:

   Apply update(s)
      /update Update1.msp[;Update2.msp]

   Remove update(s) for a product:
      /uninstall PatchCodeGuid[;Update2.msp] /package Product.msi | ProductCode
                
Repair Options:

   /fp          Repair/fix - replace missing files
   /fo          Repair/fix - replace Older files(default)
   /fe          Repair/fix - replace older or Equal date files
   /fd          Repair/fix - replace Different version files
   /fc          Repair/fix - replace files based on Checksum differences
   /fa          Repair/fix - replace All files
   /fu          Repair/fix - rewrite HKCU registry(default)
   /fm          Repair/fix - rewrite HKLM registry(default)
   /fs          Repair/fix - recreate shortcuts(default)
   /fv          Repair/fix - rewrite local cache from source

Set Public Properties
        [PROPERTY=PropertyValue]","['msiexec /i ""C:\\Install\\ss64app.msi""', 'PS C:\\> Get-CimInstance  -computername workstation64 Win32_Product |\r\nFormat-Table IdentifyingNumber, Name, LocalPackage -AutoSize', 'msiexec /uninstall ""{5AFF6499-63BA-4A36-83B2-8D256404AC3D}"" /log ""C:\\install\\ss64app.txt""', 'msiexec /a proginstall.msi /qb TARGETDIR=C:\\demo\\extractedprog']",Microsoft Windows Installer.
MSINFO32,System Information,https://ss64.com/nt/msinfo32.html,"Syntax
      Msinfo32 [/pch] [/nfo PathName] [/report PathName]
         [/computer ComputerName] [/showcategories]
            [/category categoryID] [/categories categoryID]

Key
   /nfo PathName   Save the information as a .nfo file
                   An .nfo file name extension will be appended to the name if needed.

   /report PathName
                   Output a text file

   /computer       Get details from a remote computer

   /categories     Display or output the specified categories

   /category       Set focus to a specific category at startup

   /pch            Display History View

   /showcategories                   Start System Information with the category IDs displayed
                   instead of the friendly names or the localized names.
                   For example, when you use this switch, the Software Environment
                   category is displayed as the SWEnv category.
                   SWEnv is a valid categoryID argument for the /category switch
                   and the /categories switch.","['msinfo32 /report C:\\TEMP\\test.txt', 'msinfo32 /nfo C:\\TEMP\\test.nfo', 'msinfo32 /computer Server64', 'msinfo32 /showcategories', 'msinfo32 /nfo mysummary.nfo /categories +systemsummary']","System Information -  display details about  hardware configuration, computer components,  software and drivers."
MSTSC,Terminal Server Connection/Remote Desktop Protocol(RDP),https://ss64.com/nt/mstsc.html,"Syntax
      MSTSC [connection_file] [/v:server[:port]] [/g:gateway] [/admin] [/f[ullscreen]]
         [/control] [/noConsentPrompt] [/edit ""connection file""] [/w:width /h:height] [/multimon]
            [/prompt] [/public] [/shadow:sessionID] [/span] [/restrictedAdmin] [/remoteGuard]

Options
   ""connection_file""  The name of an .RDP file to use for the connection.

   /v:server[:port]   The remote PC to which you want to connect.

   /g:gateway         The RD Gateway server to use for the connection.
                      This parameter is only read if the endpoint remote PC is specified with /v.

   /admin     Connect you to the session for administering a remote PC.

   /control           Allow control of the session when shadowing.

   /noConsentPrompt   Allow shadowing without user consent.

   /edit      Open the specified .RDP connection file for editing.

   /f[ullscreen]      Start Remote Desktop in full-screen mode.

   /w:width   Width of the RDP screen

   /h:height  Height of the RDP screen

   /multimon  Configure the Remote Desktop Services session monitor layout to be identical to the current
              client-side configuration.

   /prompt    Prompt for your credentials when you connect to the remote PC.

   /public    Run Remote Desktop in public mode. In public mode, passwords and bitmaps are not cached.

   /shadow:sessionID  The ID of the session to shadow.

   /span      Match the remote desktop width and height with the local virtual desktop, spanning across multiple
              monitors, if necessary. To span across monitors, the monitors must be arranged to form a rectangle.

   /restrictedAdmin
              Connect you to the remote PC in Restricted Administration mode.
              In this mode, credentials won’t be sent to the remote PC, which can protect you if you connect
              to a PC that has been compromised. However, connections made from the remote PC might not be
              authenticated by other PCs, which might impact application functionality and compatibility.
              This parameter implies /admin.

   /remoteGuard
              Connect your device to a remote device using Remote Guard.
              Remote Guard prevents credentials from being sent to the remote PC, which can help protect your
              credentials if you connect to a remote PC that has been compromised.
              Unlike Restricted Administration mode, Remote Guard also supports connections made from the remote
              PC by redirecting all requests back to your device.","['MSTSC /v:MyServer /f /admin', 'MSTSC /v:127.0.0.1   /w:1024 /h:768', 'MSTSC /v:MyServer  /w:800 /h:600', 'MSTSC /edit filename.rdp', 'SS64dom\\user64']",Connect and login to a remote machine using the Remote Desktop Protocol (RDP) also known as Terminal Server Connection (TSC).
NET,Manage network resources,https://ss64.com/nt/net.html,No syntax information available,[],"The NET Command is used to manage network resources as follows: File and printer sharing: When  using a NET command in a batch file, you can use the /Y or /N switch to unconditionally answer Yes or No to questions returned by the Net command. NET1.exe – in Windows NT and Windows 2000 the NET1.exe command was made available as a quick fix for  a Y2K issue.     This Y2K issue with the NET command was corrected in Windows XP but NET1.exe is retained to maintain compatibility with older scripts that used NET1. “The white man knows how to make everything but he does not know how to distribute it” ~ Sitting Bull Enable Admin Shares
MODE - Configure a system device.
NETDOM - Domain Manager.
OPENFILES - Query or display open files.
PRNMNGR - Add, delete, list printers and printer connections.
SC - Service Control
Q149427 - Change Password from the CMD prompt.
Equivalent bash commands (Linux): groups - group names a user is in, users - login names of users currently 
logged in."
NETDOM,Domain Manager,https://ss64.com/nt/netdom.html,"NETDOM ADD        Add a workstation or server account to the domain
 NETDOM COMPUTERNAME Manage computer names
 NETDOM HELP       Display help
 NETDOM JOIN       Join a workstation or member server to the domain
 NETDOM MoveNT4BDC Rename an NT4 backup domain controller
 NETDOM MOVE       Move a workstation or member server to a new domain
 NETDOM QUERY      Query the domain for information
 NETDOM TRUST      Manage or verify the trust relationship between domains
 NETDOM REMOVE     Remove a workstation or server from the domain.
 NETDOM RENAMECOMPUTER Rename a computer.
 NETDOM RESETPWD   Reset the machine account password for a domain controller
 NETDOM RESET      Reset the secure connection between a PC and a DC
 NETDOM VERIFY     Verify the secure connection between a PC and a DC",[],Domain Manager - Manage Machine Accounts and Passwords.
